File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_23_10_wired.pcap | Start: 2025-02-01T18:35:18-05:00 | End: 2025-02-01T18:37:13-05:00 | Bandwidth/10: 170279.91 bps | TCP: 4029 | UDP: 95
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_24_06_wireless.pcap | Start: 2025-02-01T18:37:13-05:00 | End: 2025-02-01T18:37:26-05:00 | Bandwidth/10: 2065.60 bps | TCP: 70 | UDP: 106
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_24_10_wired.pcap | Start: 2025-02-01T18:37:26-05:00 | End: 2025-02-01T18:39:36-05:00 | Bandwidth/10: 149738.12 bps | TCP: 4028 | UDP: 97
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_25_06_wireless.pcap | Start: 2025-02-01T18:39:36-05:00 | End: 2025-02-01T18:39:42-05:00 | Bandwidth/10: 4729.21 bps | TCP: 11 | UDP: 140
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_25_10_wired.pcap | Start: 2025-02-01T18:39:42-05:00 | End: 2025-02-01T18:42:13-05:00 | Bandwidth/10: 128146.27 bps | TCP: 4109 | UDP: 93
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_26_07_wireless.pcap | Start: 2025-02-01T18:42:13-05:00 | End: 2025-02-01T18:42:28-05:00 | Bandwidth/10: 1858.68 bps | TCP: 9 | UDP: 123
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_26_10_wired.pcap | Start: 2025-02-01T18:42:28-05:00 | End: 2025-02-01T18:44:12-05:00 | Bandwidth/10: 184577.52 bps | TCP: 3940 | UDP: 80
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_27_07_wireless.pcap | Start: 2025-02-01T18:44:12-05:00 | End: 2025-02-01T18:44:28-05:00 | Bandwidth/10: 2187.39 bps | TCP: 15 | UDP: 139
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_27_10_wired.pcap | Start: 2025-02-01T18:44:28-05:00 | End: 2025-02-01T18:46:19-05:00 | Bandwidth/10: 164957.80 bps | TCP: 3738 | UDP: 60
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_28_07_wireless.pcap | Start: 2025-02-01T18:46:19-05:00 | End: 2025-02-01T18:46:32-05:00 | Bandwidth/10: 1492.42 bps | TCP: 0 | UDP: 105
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_28_10_wired.pcap | Start: 2025-02-01T18:46:32-05:00 | End: 2025-02-01T18:48:17-05:00 | Bandwidth/10: 179588.82 bps | TCP: 3679 | UDP: 68
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_29_07_wireless.pcap | Start: 2025-02-01T18:48:17-05:00 | End: 2025-02-01T18:48:29-05:00 | Bandwidth/10: 2547.41 bps | TCP: 4 | UDP: 155
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_29_10_wired.pcap | Start: 2025-02-01T18:48:29-05:00 | End: 2025-02-01T18:50:35-05:00 | Bandwidth/10: 159306.87 bps | TCP: 4259 | UDP: 82
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_30_07_wireless.pcap | Start: 2025-02-01T18:50:35-05:00 | End: 2025-02-01T18:50:41-05:00 | Bandwidth/10: 2395.20 bps | TCP: 0 | UDP: 89
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_30_10_wired.pcap | Start: 2025-02-01T18:50:41-05:00 | End: 2025-02-01T18:52:18-05:00 | Bandwidth/10: 200852.27 bps | TCP: 3861 | UDP: 94
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_31_07_wireless.pcap | Start: 2025-02-01T18:52:18-05:00 | End: 2025-02-01T18:52:34-05:00 | Bandwidth/10: 1751.00 bps | TCP: 0 | UDP: 141
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_31_10_wired.pcap | Start: 2025-02-01T18:52:34-05:00 | End: 2025-02-01T18:54:09-05:00 | Bandwidth/10: 202045.43 bps | TCP: 3944 | UDP: 94
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_32_07_wireless.pcap | Start: 2025-02-01T18:54:09-05:00 | End: 2025-02-01T18:54:21-05:00 | Bandwidth/10: 2658.10 bps | TCP: 0 | UDP: 120
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_32_10_wired.pcap | Start: 2025-02-01T18:54:21-05:00 | End: 2025-02-01T18:56:02-05:00 | Bandwidth/10: 191536.83 bps | TCP: 3909 | UDP: 108
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_33_07_wireless.pcap | Start: 2025-02-01T18:56:02-05:00 | End: 2025-02-01T18:56:14-05:00 | Bandwidth/10: 2158.90 bps | TCP: 0 | UDP: 134
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_33_10_wired.pcap | Start: 2025-02-01T18:56:14-05:00 | End: 2025-02-01T18:58:02-05:00 | Bandwidth/10: 178978.16 bps | TCP: 3971 | UDP: 74
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_34_07_wireless.pcap | Start: 2025-02-01T18:58:02-05:00 | End: 2025-02-01T18:58:08-05:00 | Bandwidth/10: 2666.00 bps | TCP: 0 | UDP: 101
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_34_10_wired.pcap | Start: 2025-02-01T18:58:08-05:00 | End: 2025-02-01T19:00:30-05:00 | Bandwidth/10: 136928.31 bps | TCP: 3995 | UDP: 320
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_35_07_wireless.pcap | Start: 2025-02-01T19:00:30-05:00 | End: 2025-02-01T19:00:43-05:00 | Bandwidth/10: 1180.67 bps | TCP: 0 | UDP: 94
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_35_10_wired.pcap | Start: 2025-02-01T19:00:43-05:00 | End: 2025-02-01T19:02:58-05:00 | Bandwidth/10: 143481.07 bps | TCP: 4072 | UDP: 91
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_36_07_wireless.pcap | Start: 2025-02-01T19:02:58-05:00 | End: 2025-02-01T19:03:04-05:00 | Bandwidth/10: 2666.09 bps | TCP: 0 | UDP: 97
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_36_10_wired.pcap | Start: 2025-02-01T19:03:04-05:00 | End: 2025-02-01T19:05:05-05:00 | Bandwidth/10: 160207.29 bps | TCP: 3925 | UDP: 70
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_37_07_wireless.pcap | Start: 2025-02-01T19:05:05-05:00 | End: 2025-02-01T19:05:11-05:00 | Bandwidth/10: 5194.57 bps | TCP: 0 | UDP: 146
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_37_10_wired.pcap | Start: 2025-02-01T19:05:11-05:00 | End: 2025-02-01T19:07:10-05:00 | Bandwidth/10: 163609.25 bps | TCP: 3993 | UDP: 95
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_38_07_wireless.pcap | Start: 2025-02-01T19:07:10-05:00 | End: 2025-02-01T19:07:16-05:00 | Bandwidth/10: 2960.96 bps | TCP: 0 | UDP: 95
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_38_10_wired.pcap | Start: 2025-02-01T19:07:16-05:00 | End: 2025-02-01T19:09:12-05:00 | Bandwidth/10: 168571.55 bps | TCP: 4027 | UDP: 104
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_39_07_wireless.pcap | Start: 2025-02-01T19:09:12-05:00 | End: 2025-02-01T19:09:18-05:00 | Bandwidth/10: 3683.17 bps | TCP: 2 | UDP: 130
